Dic-id	lexicalCue	exactID	synonymID	Registered	LastUpdated
Dic-id_547	male	MESH:D008297		2021-08-24	
Dic-id_548	66.6			2021-08-24	
Dic-id_549	early age			2021-08-24	
Dic-id_550	group	Tax:9606		2021-08-24	
Dic-id_551	significant			2021-08-24	
Dic-id_552	proportion			2021-08-24	
Dic-id_553	data			2021-08-24	2021-11-10
Dic-id_554	other countries			2021-08-24	
Dic-id_555	population	Tax:9606		2021-08-24	
Dic-id_556	more			2021-08-24	
Dic-id_557	nearly three			2021-08-24	
Dic-id_558	young age			2021-08-24	
Dic-id_559	diagnosis			2021-08-24	
Dic-id_560	Infectivity		MESH:D012327	2021-08-24	
Dic-id_561	especially			2021-08-24	
Dic-id_562	multiple			2021-08-24	
Dic-id_563	Mortality	MESH:D009026		2021-08-24	
Dic-id_564	old age			2021-08-24	
Dic-id_565	co morbid	MESH:D015897		2021-08-24	
Dic-id_566	treated			2021-08-24	
Dic-id_567	HCQ	MESH:D006886		2021-08-24	
Dic-id_568	not			2021-08-24	
Dic-id_569	any treatment			2021-08-24	
Dic-id_571	5.4			2021-08-24	
Dic-id_572	7.6			2021-08-24	
Dic-id_573	coronavirus infectious disease 2019	MESH:D000086382		2021-08-24	
Dic-id_574	36.4			2021-08-24	
Dic-id_575	dizziness	MESH:D004244		2021-08-24	
Dic-id_576	seizure	MESH:D012640		2021-08-24	
Dic-id_577	loss of sense of smell	MESH:D000086582		2021-08-24	
Dic-id_578	loss of sense of	MESH:D000370		2021-08-24	
Dic-id_579	taste	MESH:D000370		2021-08-24	
Dic-id_580	stroke	MESH:D020521		2021-08-24	
Dic-id_581	depressed level of consciousness	MESH:D003244		2021-08-24	
Dic-id_582	increased			2021-08-24	
Dic-id_583	severely			2021-08-24	
Dic-id_584	neurologic symptoms			2021-08-24	
Dic-id_585	522			2021-08-24	
Dic-id_586	Jaipur		MESH:D007194	2021-08-24	
Dic-id_587	penetrates		MESH:D053585	2021-08-24	
Dic-id_588	angiotensin-converting enzyme-2 receptor	Gene:59272		2021-08-24	
Dic-id_589	ACE-2	Gene:59272		2021-08-24	
Dic-id_590	severe acute respiratory syndrome coronavirus	Tax:694009		2021-08-24	
Dic-id_591	SARS CoV	Tax:694009		2021-08-24	
Dic-id_592	respiratory symptoms	MESH:D012818		2021-08-24	
Dic-id_593	aged			2021-08-24	
Dic-id_594	60			2021-08-24	
Dic-id_595	and older			2021-08-24	
Dic-id_596	AD	MESH:D000544		2021-08-24	
Dic-id_597	less			2021-08-24	
Dic-id_598	hand hygiene	MESH:D063373		2021-08-24	
Dic-id_599	susceptible		MESH:D012327	2021-08-24	
Dic-id_600	lockdown			2021-08-24	
Dic-id_601	depression	MESH:D000275		2021-08-24	
Dic-id_602	caregivers	Tax:9606		2021-08-24	
Dic-id_603	Alzheimer's	MESH:D000544		2021-08-28	
Dic-id_604	over-reactivity			2021-08-28	
Dic-id_605	RAS	MESH:D012084		2021-08-28	
Dic-id_606	hypovitaminosis D	MESH:D014808		2021-08-28	
Dic-id_607	renal	MESH:D007668		2021-08-28	
Dic-id_608	cardiac		MESH:D002319	2021-08-28	
Dic-id_609	vascular		MESH:D002319	2021-08-28	
Dic-id_610	immune		MESH:D007109	2021-08-28	
Dic-id_611	cytokine storm	MESH:D000080424		2021-08-28	
Dic-id_612	lethal			2021-08-28	
Dic-id_613	acute respiratory distress syndrome	MESH:D012128		2021-08-28	
Dic-id_614	interfere			2021-08-28	
Dic-id_615	interacting		MESH:D053585	2021-08-28	
Dic-id_616	spike (S) glycoprotein	Gene:43740568		2021-08-28	
Dic-id_617	ACE2	Gene:59272		2021-08-28	
Dic-id_618	expressed			2021-08-28	
Dic-id_619	blood vessels	MESH:D001808		2021-08-28	
Dic-id_620	lung	MESH:D008168		2021-08-28	
Dic-id_621	kidney	MESH:D007668		2021-08-28	
Dic-id_622	renal tubules		MESH:D007684	2021-08-28	
Dic-id_623	intestine	MESH:D007422		2021-08-28	
Dic-id_624	heart	MESH:D006321		2021-08-28	
Dic-id_625	cerebral	MESH:D001921		2021-08-28	
Dic-id_626	neurons	MESH:D009474		2021-08-28	
Dic-id_627	immune monocytes	MESH:D009000		2021-08-28	
Dic-id_628	immune			2021-08-28	
Dic-id_629	macrophages			2021-08-28	
Dic-id_630	atherosclerosis	MESH:D050197		2021-08-28	
Dic-id_631	thrombosis	MESH:D013927		2021-08-28	
Dic-id_632	coagulopathy	MESH:D001778		2021-08-28	
Dic-id_633	glaucoma	MESH:D005901		2021-08-28	
Dic-id_634	anosmia	MESH:D000857		2021-08-28	
Dic-id_635	ageusia	MESH:D000370		2021-08-28	
Dic-id_636	skin lesions	MESH:D012871		2021-08-28	
Dic-id_637	dermatitis	MESH:D003872		2021-08-28	
Dic-id_638	autoimmune inflammation of the central nervous system	MESH:D020278		2021-08-28	
Dic-id_639	damages			2021-08-28	
Dic-id_640	testicle	MESH:D013737		2021-08-28	
Dic-id_641	proposed molecules			2021-08-28	
Dic-id_642	ACE inhibitors			2021-08-28	
Dic-id_643	production			2021-08-28	
Dic-id_644	Angiotensin II	MESH:D000804		2021-08-28	
Dic-id_645	Angiotensin I	MESH:D000803		2021-08-28	
Dic-id_646	blockers			2021-08-28	
Dic-id_647	antagonists			2021-08-28	
Dic-id_648	AT1R	Gene:185		2021-08-28	
Dic-id_649	Losartan			2021-08-28	
Dic-id_650	Losartan	MESH:D019808		2021-08-28	
Dic-id_651	derivatives			2021-08-28	
Dic-id_652	Recombinant	MESH:D011994		2021-08-28	
Dic-id_653	competitive			2021-08-28	
Dic-id_654	binding	MESH:D011485		2021-08-28	
Dic-id_655	peptide drugs			2021-08-28	
Dic-id_656	counter-regulatory			2021-08-28	
Dic-id_657	Angiotensin 1-7	MESH:C118790		2021-08-28	
Dic-id_658	Angiotensin 1-9	MESH:C506331		2021-08-28	
Dic-id_659	Alamandine	MESH:C581752		2021-08-28	
Dic-id_660	Angiotensin A	MESH:C516880		2021-08-28	
Dic-id_661	Angiotensin IV	MESH:C022929		2021-08-28	
Dic-id_662	February 11		2020	2021-08-28	
Dic-id_663	WHO	MESH:D014944		2021-08-28	
Dic-id_664	new illness			2021-08-28	
Dic-id_665	respiratory illness	MESH:D012120		2021-08-28	
Dic-id_666	symptoms			2021-08-28	
Dic-id_667	central nervous system	MESH:D002490		2021-08-28	
Dic-id_668	nervous system	MESH:D017933		2021-08-28	
Dic-id_669	CNS	MESH:D002490		2021-08-28	
Dic-id_670	March 11		2020	2021-08-28	
Dic-id_671	use		MESH:D054884	2021-08-28	
Dic-id_672	TMPRSS2	Gene:7113		2021-08-28	
Dic-id_673	Cathepsin L	Gene:1514		2021-08-28	
Dic-id_674	under consideration			2021-08-28	
Dic-id_675	BASIGIN	Gene:682		2021-08-28	
Dic-id_676	infect		MESH:D012327	2021-08-28	
Dic-id_677	Activation			2021-08-28	
Dic-id_678	coronavirus-19	Tax:2697049		2021-08-28	
Dic-id_679	pro-inflammatory		MESH:D007249	2021-08-28	
Dic-id_680	cytokines	MESH:D016207		2021-08-28	
Dic-id_681	metalloproteinases	MESH:D045726		2021-08-28	
Dic-id_682	proteolytic enzymes	MESH:D010447		2021-08-28	
Dic-id_683	thrombi formation		MESH:D013927	2021-08-28	
Dic-id_684	respiratory dysfunction	MESH:D012131		2021-08-28	
Dic-id_685	seriously ill			2021-08-28	
Dic-id_686	hospitalized in intensive care		MESH:D007362	2021-08-28	
Dic-id_687	systemic			2021-08-28	
Dic-id_688	intravascular coagulopathy	MESH:D004211		2021-08-28	
Dic-id_689	high risk			2021-08-28	
Dic-id_690	thrombotic	MESH:D013927		2021-08-28	
Dic-id_691	complications			2021-08-28	
Dic-id_692	venous thromboembolism	MESH:D054556		2021-08-28	
Dic-id_693	IL-1	Gene:3552		2021-08-28	
Dic-id_694	these patients	Tax:9606		2021-08-28	
Dic-id_695	increase			2021-08-28	
Dic-id_696	degradation products			2021-08-28	
Dic-id_697	fibrin	MESH:D005337		2021-08-28	
Dic-id_698	fibrinogen	MESH:D005340		2021-08-28	
Dic-id_699	D-dimer	MESH:C036309		2021-08-28	
Dic-id_700	lesions		MESH:Q000503	2021-08-28	
Dic-id_701	thrombogenesis		MESH:D013927	2021-08-28	
Dic-id_702	platelet	MESH:D010974		2021-08-28	
Dic-id_703	cell aggregation	MESH:D002449		2021-08-28	
Dic-id_704	aggregation	MESH:D010974		2021-08-28	
Dic-id_705	clotting abnormalities		MESH:D001777	2021-08-28	
Dic-id_706	anti-clotting inhibitor agents			2021-08-28	
Dic-id_707	thrombotic diseases	MESH:D013927		2021-08-28	
Dic-id_708	innate immune cells			2021-08-28	
Dic-id_709	producing			2021-08-28	
Dic-id_710	IL-1 receptor antagonist	Gene:3557		2021-08-28	
Dic-id_711	IL-1Ra	Gene:3557		2021-08-28	
Dic-id_712	avoid			2021-08-28	
Dic-id_713	hemodynamic changes		MESH:D006439	2021-08-28	
Dic-id_714	septic shock	MESH:D012772		2021-08-28	
Dic-id_715	organ			2021-08-28	
Dic-id_716	β-coronavirus	Tax:694002		2021-08-28	
Dic-id_717	neurological symptoms	MESH:D009461		2021-08-28	
Dic-id_718	penetration		MESH:D007239	2021-08-28	
Dic-id_719	Vaccine	MESH:D014612		2021-08-28	
Dic-id_720	Non-Replicating			2021-08-28	
Dic-id_721	Rabies Virus	Tax:11292		2021-08-28	
Dic-id_722	Chimeric	MESH:D002678		2021-08-28	
Dic-id_723	Spike	Gene:43740568		2021-08-28	
Dic-id_724	Protein Domains	MESH:D000072417		2021-08-28	
Dic-id_725	Functional		MESH:D053585	2021-08-28	
Dic-id_726	Inhibition			2021-08-28	
Dic-id_727	Nicotinic Acetylcholine Receptor	MESH:D011978		2021-08-28	
Dic-id_728	RABV	Tax:11292		2021-08-28	
Dic-id_729	infections	MESH:D012327		2021-08-28	
Dic-id_730	transport		MESH:D001370	2021-08-28	
Dic-id_731	virus	Tax:11292		2021-08-28	
Dic-id_732	bound	MESH:D053585		2021-08-28	
Dic-id_733	nAChR	MESH:D011978		2021-08-28	
Dic-id_734	binding	MESH:D053585		2021-08-28	
Dic-id_735	peripheral	MESH:D010525		2021-08-28	
Dic-id_736	nAChRs	MESH:D011978		2021-08-28	
Dic-id_737	orthograde		MESH:D001370	2021-08-28	
Dic-id_738	retrograde transport		MESH:D001370	2021-08-28	
Dic-id_739	transport		MESH:D001370	2021-08-28	
Dic-id_740	vaccines	MESH:D014612		2021-08-28	
Dic-id_741	particles	MESH:D014771		2021-08-28	
Dic-id_742	capsid proteins	MESH:D014771		2021-08-28	
Dic-id_743	human immunodeficiency virus 1	Tax:11676		2021-08-28	
Dic-id_744	HIV-1	Tax:11676		2021-08-28	
Dic-id_745	Middle East respiratory syndrome (Middle East respiratory syndrome coronavirus)		Tax:1335626	2021-08-28	
Dic-id_746	MERS-CoV	Tax:1335626		2021-08-28	
Dic-id_747	Ebolavirus	Tax:186536		2021-08-28	
Dic-id_748	hepatitis C virus	Tax:11103		2021-08-28	
Dic-id_749	HCV	Tax:11103		2021-08-28	
Dic-id_750	neutralizes			2021-08-28	
Dic-id_751	affected	MESH:D000339		2021-08-28	
Dic-id_752	all			2021-08-28	
Dic-id_753	age groups	MESH:D009273		2021-08-28	
Dic-id_754	races	MESH:D000076782		2021-08-28	
Dic-id_755	ethnicities	MESH:D005006		2021-08-28	
Dic-id_756	many			2021-08-28	
Dic-id_757	individuals	Tax:9606		2021-08-28	
Dic-id_758	they	Tax:9606		2021-08-28	
Dic-id_759	others	Tax:9606		2021-08-28	
Dic-id_760	PPE	MESH:D000067393		2021-08-28	
Dic-id_761	gloves	MESH:D017575		2021-08-28	
Dic-id_762	face masks	MESH:D008397		2021-08-28	
Dic-id_763	minimizing			2021-08-28	
Dic-id_764	chloroquine	MESH:D002738		2021-08-28	2021-08-31
Dic-id_765	hydroxychloroquine	MESH:D006886		2021-08-28	
Dic-id_766	FDA	MESH:D014486		2021-08-28	
Dic-id_767	Plasma therapy	MESH:C000705128		2021-08-28	
Dic-id_768	vaccines	MESH:D058425		2021-08-28	
Dic-id_769	vaccines	MESH:D022223		2021-08-28	
Dic-id_770	vaccines	MESH:D015164		2021-08-28	
Dic-id_771	vaccines	MESH:D014612		2021-08-28	
Dic-id_772	vaccines	MESH:C000711953		2021-08-28	
Dic-id_773	vaccines	MESH:D019444		2021-08-28	
Dic-id_774	DNA	MESH:D019444		2021-08-28	
Dic-id_775	mRNA	MESH:C000711953		2021-08-28	
Dic-id_776	viral vector			2021-08-28	
Dic-id_777	inactivated	MESH:D015164		2021-08-28	
Dic-id_778	subunit	MESH:D022223		2021-08-28	
Dic-id_779	vaccine-like particles (virus-like particles)	MESH:D058425		2021-08-28	
Dic-id_780	in process			2021-08-28	
Dic-id_781	vaccine	MESH:D000086663		2021-08-28	
Dic-id_782	hyperglycaemia	MESH:D006943		2021-08-28	
Dic-id_783	Male sex	MESH:D008297		2021-08-28	
Dic-id_784	renal impairment	MESH:D007674		2021-08-28	
Dic-id_785	non-white ethnicity			2021-08-28	
Dic-id_786	socioeconomic deprivation			2021-08-28	
Dic-id_787	previous			2021-08-28	
Dic-id_788	heart failure	MESH:D006333		2021-08-28	
Dic-id_789	type 1	MESH:D003922		2021-08-28	
Dic-id_790	type 2 diabetes	MESH:D003924		2021-08-28	
Dic-id_791	diabetes	MESH:D003922		2021-08-28	
Dic-id_792	rose			2021-08-28	
Dic-id_793	sharply			2021-08-28	
Dic-id_794	initial			2021-08-28	
Dic-id_795	England	MESH:D004739		2021-08-28	
Dic-id_796	cardiovascular	MESH:D002319		2021-08-28	
Dic-id_797	renal complications of diabete		MESH:D003928	2021-08-28	
Dic-id_798	complications of diabete	MESH:D048909		2021-08-28	
Dic-id_799	glycaemic control	MESH:D000085002		2021-08-28	
Dic-id_800	BMI	MESH:D015992		2021-08-28	
Dic-id_801	Elevated levels			2021-09-01	
Dic-id_802	IL-6	Gene:3569		2021-09-01	
Dic-id_803	Anti-IL6 inhibitors			2021-09-01	
Dic-id_804	preventing			2021-09-01	
Dic-id_805	acute respiratory	http://purl.obolibrary.org/obo/MONDO_0001208		2021-09-01	
Dic-id_806	multi organ failure	MESH:D009102		2021-09-01	
Dic-id_807	20			2021-09-01	
Dic-id_808	failure	http://purl.obolibrary.org/obo/MONDO_0001208		2021-09-01	
Dic-id_809	earlier state			2021-09-01	
Dic-id_810	hyperinflammatory syndrome	MESH:D061325		2021-09-01	
Dic-id_811	progressing			2021-09-01	
Dic-id_812	ARDS	MESH:D012128		2021-09-01	
Dic-id_813	corticosteroids	MESH:D000305		2021-09-01	
Dic-id_814	SOC	MESH:D059039		2021-09-01	
Dic-id_815	COVID-19 pneumonia	MESH:D000086382		2021-09-01	
Dic-id_816	better			2021-09-01	
Dic-id_817	IL6-inhibitors			2021-09-01	
Dic-id_818	sarilumab			2021-09-01	
Dic-id_819	hospitalized	MESH:D006760		2021-09-01	
Dic-id_820	at least 18			2021-09-01	
Dic-id_821	radiographic			2021-09-01	
Dic-id_822	pulmonary infiltrates	MESH:D017254		2021-09-01	
Dic-id_823	rales	MESH:D012135		2021-09-01	
Dic-id_824	crackles	MESH:D012135		2021-09-01	
Dic-id_825	SpO2			2021-09-01	
Dic-id_826	≤ 94			2021-09-01	
Dic-id_827	supplemental oxygen			2021-09-01	
Dic-id_828	> 40			2021-09-01	
Dic-id_829	pg/mL			2021-09-01	
Dic-id_830	>1.0			2021-09-01	
Dic-id_831	mcg/ml			2021-09-01	
Dic-id_832	progressive			2021-09-01	
Dic-id_833	worsening			2021-09-01	
Dic-id_834	at least two			2021-09-01	
Dic-id_835	24-48h			2021-09-01	
Dic-id_836	CRP	Gene:1401		2021-09-01	
Dic-id_837	LDH	MESH:D007770		2021-09-01	
Dic-id_838	serum	MESH:D044967		2021-09-01	
Dic-id_839	ferritin	MESH:D005293		2021-09-01	
Dic-id_840	lymphopenia	MESH:D008231		2021-09-01	
Dic-id_841	>20 million			2021-09-01	
Dic-id_842	>750,000			2021-09-01	
Dic-id_843	bat coronavirus strain RaTG13	Tax:2709072		2021-09-01	
Dic-id_844	Bat-CoV RaTG13	Tax:2709072		2021-09-01	
Dic-id_845	pangolin coronavirus	Tax:2708335		2021-09-01	
Dic-id_846	Pangolin-CoV-2020	Tax:2708335		2021-09-01	
Dic-id_847	ACE2	MESH:D000085962	Gene:108390919	2021-09-01	
Dic-id_848	ACE2	Gene:100327258		2021-09-01	
Dic-id_849	ACE2	Gene:554349		2021-09-01	
Dic-id_850	ACE2	Gene:101103622		2021-09-01	
Dic-id_851	ACE2	Gene:102184608		2021-09-01	
Dic-id_852	ACE2	Gene:100055952		2021-09-01	
Dic-id_853	ACE2	Gene:509235		2021-09-01	
Dic-id_854	ACE2	MESH:D000085962	Gene:105100402	2021-09-01	
Dic-id_855	ACE2	MESH:D000085962		2021-09-01	
Dic-id_856	domestic		MESH:D000829	2021-09-01	
Dic-id_857	wild mammals		MESH:D000835	2021-09-01	
Dic-id_858	mammals		MESH:D000829	2021-09-01	
Dic-id_859	camels	Tax:9836		2021-09-01	
Dic-id_860	cattle	Tax:9913		2021-09-01	
Dic-id_861	horses	Tax:9796		2021-09-01	
Dic-id_862	goats	Tax:9925		2021-09-01	
Dic-id_863	sheep	Tax:9940		2021-09-01	
Dic-id_864	rabbits	Tax:9986		2021-09-01	
Dic-id_865	cell entry		MESH:D053585	2021-09-01	
Dic-id_866	harbor		MESH:D002353	2021-09-01	
Dic-id_867	spread		MESH:D000086003	2021-09-01	
Dic-id_868	pangolin	Tax:9972		2021-09-01	
Dic-id_869	coronaviruses	Tax:694002		2021-09-01	
Dic-id_870	animal	Tax:40674		2021-09-01	
Dic-id_871	spillover	MESH:D000086965		2021-09-01	
Dic-id_872	these viruses	Tax:694002		2021-09-01	
Dic-id_873	in the future			2021-09-01	
Dic-id_874	ACE2-Ig		MESH:D007074	2021-09-01	
Dic-id_875	four			2021-09-01	
Dic-id_876	ACE2-Ig variants		MESH:D007074	2021-09-01	
Dic-id_877	protect			2021-09-01	
Dic-id_878	SARS-like viruses	Tax:694002		2021-09-01	
Dic-id_879	betacoronavirus	Tax:694002		2021-09-01	
Dic-id_880	respiratory disease		MESH:D012140	2021-09-01	
Dic-id_881	Italy	MESH:D007558		2021-09-01	
Dic-id_882	northern regions			2021-09-01	
Dic-id_883	biodiversity	MESH:D044822		2021-09-01	
Dic-id_884	reservoir	MESH:D004197		2021-09-01	
Dic-id_885	spreading		MESH:D000086965	2021-09-01	
Dic-id_886	ACE2	MESH:D000085962		2021-09-01	
Dic-id_887	Chiroptera	Tax:9397		2021-09-01	
Dic-id_888	In silico	MESH:D003198		2021-09-01	
Dic-id_889	molecular docking	MESH:D062105		2021-09-01	
Dic-id_890	S protein	Gene:43740568		2021-09-01	
Dic-id_891	Rhinolophus ferrumequinum	Tax:59479		2021-09-01	
Dic-id_892	sequence similarity		MESH:D017386	2021-09-01	
Dic-id_893	ACE2	MESH:D000085962		2021-09-01	
Dic-id_894	ACE2	MESH:D000085962	Gene:100327258	2021-09-01	
Dic-id_895	domestic	MESH:D000829		2021-09-01	
Dic-id_896	wild animals	MESH:D000835		2021-09-01	
Dic-id_897	animals	MESH:D000829		2021-09-01	
Dic-id_898	wild	MESH:D000835		2021-09-01	
Dic-id_899	European rabbits		Tax:9986	2021-09-01	
Dic-id_900	grizzly bears	Tax:9644		2021-09-01	
Dic-id_901	animal	MESH:D000835		2021-09-01	
Dic-id_902	reservoirs	MESH:D004197		2021-09-01	
Dic-id_903	these species	Tax:9644		2021-09-01	
Dic-id_904	these species		Tax:9986	2021-09-01	
Dic-id_905	these species	Tax:9940		2021-09-01	
Dic-id_906	these species	Tax:9913		2021-09-01	
Dic-id_907	these species	Tax:9685		2021-09-01	
Dic-id_908	these species	Tax:9796		2021-09-01	
Dic-id_909	S protein	https://www.uniprot.org/uniprot/Q3I5J5		2021-09-01	
Dic-id_910	S protein	Gene:5457099		2021-09-01	
Dic-id_911	Bat coronavirus	Tax:349344		2021-09-01	
Dic-id_912	Bt-CoV/Rp3/2004	Tax:349344		2021-09-01	
Dic-id_913	infect	MESH:D012327		2021-09-01	
Dic-id_914	worldwide animals		MESH:D000835	2021-09-01	
Dic-id_915	SARS-CoV-2-like coronaviruses (CoVs)	Tax:2708335		2021-09-01	
Dic-id_916	SARS-CoV-2-like coronaviruses (CoVs)	Tax:2709072		2021-09-01	
Dic-id_917	bats	Tax:2709072		2021-09-01	
Dic-id_918	pangolins	Tax:2708335		2021-09-01	
Dic-id_919	polybasic			2021-09-01	
Dic-id_920	furin	Gene:5045		2021-09-01	
Dic-id_921	cleavage site			2021-09-01	
Dic-id_922	uses		MESH:D053585	2021-09-01	
Dic-id_923	Receptor	MESH:D000085064		2021-09-01	
Dic-id_924	recognition		MESH:D053585	2021-09-01	
Dic-id_925	S protein	MESH:D064370		2021-09-01	
Dic-id_926	host range	MESH:D058507		2021-09-01	
Dic-id_927	tissue tropism	MESH:D056189		2021-09-01	
Dic-id_928	pathogenesis	MESH:Q000209		2021-09-01	
Dic-id_929	ACE2	Gene:70008		2021-09-01	
Dic-id_930	ACE2	Gene:302668		2021-09-01	
Dic-id_931	ACE2	Gene:712790		2021-09-01	
Dic-id_932	rhesus monkey	Tax:9544		2021-09-01	
Dic-id_933	receptor activities			2021-09-01	
Dic-id_934	rabbit	Tax:9986		2021-09-01	
Dic-id_935	strongly			2021-09-01	
Dic-id_936	S1 subunit		MESH:D021122	2021-09-01	
Dic-id_937	efficiently			2021-09-01	
Dic-id_938	pseudotyped			2021-09-01	
Dic-id_939	orthologs			2021-09-01	
Dic-id_940	wild-type			2021-09-01	
Dic-id_941	lacking			2021-09-01	
Dic-id_942	utilize		MESH:D053585	2021-09-01	
Dic-id_943	broad range			2021-09-01	
Dic-id_944	animal species	MESH:D000818		2021-09-01	
Dic-id_945	severe acute respiratory syndrome-coronavirus 2	Tax:2697049		2021-09-01	
Dic-id_946	SARS-CoV-2	MESH:D000086663		2021-09-01	
Dic-id_947	treatments			2021-09-01	
Dic-id_948	novelty of the virus	Tax:2697049		2021-09-01	
Dic-id_949	vaccine	MESH:D015164		2021-09-01	
Dic-id_950	PiCoVacc	MESH:D000086663		2021-09-01	
Dic-id_951	PiCoVacc	MESH:D015164		2021-09-01	
Dic-id_952	neutralizing antibodies	MESH:D057134		2021-09-01	
Dic-id_953	mice	Tax:10090		2021-09-01	
Dic-id_954	rats	Tax:10116		2021-09-01	
Dic-id_955	immunizations			2021-09-01	
Dic-id_956	doses			2021-09-01	
Dic-id_957	μg			2021-09-01	
Dic-id_958	6			2021-09-01	
Dic-id_959	partial			2021-09-01	
Dic-id_960	complete			2021-09-01	
Dic-id_961	protection			2021-09-01	
Dic-id_962	macaques	Tax:9539		2021-09-01	
Dic-id_963	without			2021-09-01	
Dic-id_964	enhancement			2021-09-01	
Dic-id_965	novel coronavirus disease	MESH:D000086382		2021-09-01	
Dic-id_966	viral		Tax:2697049	2021-09-01	
Dic-id_967	mortality rate	MESH:D009026		2021-09-01	
Dic-id_968	crisis		MESH:D004630	2021-09-01	
Dic-id_969	antivirals	MESH:D000998		2021-09-01	
Dic-id_970	CQ	MESH:D002738		2021-09-01	
Dic-id_971	compassionate use			2021-09-01	
Dic-id_972	March 28			2021-09-01	
Dic-id_973	U.S. Food and Drug Administration	MESH:D014486		2021-09-01	
Dic-id_974	Emergency Use Authorization			2021-09-01	
Dic-id_975	EUA			2021-09-01	
Dic-id_976	it		MESH:D006886	2021-09-01	
Dic-id_977	revoked			2021-09-01	
Dic-id_978	June 15			2021-09-01	
Dic-id_979	Solidarity trial			2021-09-01	
Dic-id_980	lopinavir	MESH:D061466		2021-09-01	
Dic-id_981	ritonavir	MESH:D019438		2021-09-01	
Dic-id_982	May 23			2021-09-01	
Dic-id_983	June 17			2021-09-01	
Dic-id_984	stopped			2021-09-01	
Dic-id_985	end of December			2021-09-07	
Dic-id_986	novel coronavirus	Tax:2697049		2021-09-07	
Dic-id_987	spread	MESH:D058873		2021-09-07	
Dic-id_988	all provinces in China	MESH:D002681		2021-09-07	
Dic-id_989	26 other countries around the world			2021-09-07	
Dic-id_990	medicine	MESH:D008511		2021-09-07	
Dic-id_991	chloroquine phosphate	MESH:C023676		2021-09-07	
Dic-id_992	chloroquine	MESH:C023676		2021-09-07	
Dic-id_993	wide range			2021-09-07	
Dic-id_994	coronavirus	Tax:11118		2021-09-07	
Dic-id_995	treating			2021-09-07	
Dic-id_996	novel coronavirus pneumonia	MESH:D000086382		2021-09-07	
Dic-id_997	improve			2021-09-07	
Dic-id_998	shorten			2021-09-07	
Dic-id_999	hospital stay	MESH:D007902		2021-09-07	
Dic-id_1000	outcome			2021-09-07	
Dic-id_1001	Guangdong		MESH:D002681	2021-09-07	
Dic-id_1002	interaction		MESH:D053585	2021-09-07	
Dic-id_1003	receptor binding domain		MESH:D000072417	2021-09-07	
Dic-id_1004	RBD		MESH:D000072417	2021-09-07	
Dic-id_1005	designed		MESH:D011994	2021-09-07	
Dic-id_1006	enzymatic activity		MESH:D004789	2021-09-07	
Dic-id_1007	stronger			2021-09-07	
Dic-id_1008	Spike glycoprotein	Gene:43740568		2021-09-07	
Dic-id_1009	decreased			2021-09-07	
Dic-id_1010	in vivo			2021-09-07	
Dic-id_1011	enzymatic degradation		MESH:D059748	2021-09-07	
Dic-id_1012	thermostability		MESH:D000071436	2021-09-07	
Dic-id_1013	respiratory tract infection	MESH:D012141		2021-09-07	
Dic-id_1014	severe acute respiratory syndrome coronavirus (SARS)-CoV-2	Tax:2697049		2021-09-07	
Dic-id_1015	triterpenoid	MESH:D014315		2021-09-07	
Dic-id_1016	steroidal	MESH:D013256		2021-09-07	
Dic-id_1017	inhibit			2021-09-07	
Dic-id_1018	carboxypeptidase domain		MESH:D000072417	2021-09-07	
Dic-id_1019	Angiotensin Converting Enzyme	Gene:59272		2021-09-07	
Dic-id_1020	SARS CoV-2	Tax:2697049		2021-09-07	
Dic-id_1021	triterpenoids	MESH:D014315		2021-09-07	
Dic-id_1022	glycyrrhetinic	MESH:D006034		2021-09-07	
Dic-id_1023	oleanolic acids	MESH:D009828		2021-09-07	
Dic-id_1024	acids	MESH:D006034		2021-09-07	
Dic-id_1025	bile acids		MESH:D000076742	2021-09-07	
Dic-id_1026	bile acids	MESH:D001647	MESH:D000076742	2021-09-07	
Dic-id_1027	amidated derivatives		MESH:D000076742	2021-09-07	
Dic-id_1028	glyco-ursodeoxycholic acid	MESH:C024033		2021-09-07	
Dic-id_1029	semi-synthetic derivatives			2021-09-07	
Dic-id_1030	obeticholic acid	MESH:C464660		2021-09-07	
Dic-id_1031	reduces			2021-09-07	
Dic-id_1032	Heterologous			2021-09-07	
Dic-id_1033	polyclonal			2021-09-07	
Dic-id_1034	antibodies	MESH:D000906		2021-09-07	
Dic-id_1035	plasma	MESH:D000906		2021-09-07	
Dic-id_1036	monoclonal antibodies	MESH:D000911		2021-09-07	
Dic-id_1037	mAbs	MESH:D000911		2021-09-07	
Dic-id_1038	epitopes	MESH:D000939		2021-09-07	
Dic-id_1039	heterologous antibodies	MESH:D000910		2021-09-07	
Dic-id_1040	xenogeneic antibody	MESH:D000910		2021-09-07	
Dic-id_1041	animal-type			2021-09-07	
Dic-id_1042	carbohydrates	MESH:D002241		2021-09-07	
Dic-id_1043	N-glycolyl	https://glytoucan.org/Structures/Glycans/G43724HA		2021-09-07	
Dic-id_1044	neuraminic acid	https://glytoucan.org/Structures/Glycans/G43724HA		2021-09-07	
Dic-id_1045	neuraminic acid	MESH:D009438		2021-09-07	
Dic-id_1046	Neu5Gc	https://glytoucan.org/Structures/Glycans/G43724HA		2021-09-07	
Dic-id_1047	Neu5Gc	MESH:D009438		2021-09-07	
