relatedNote-id	Species-Zoonoses_jpn	Species-ZoonosesCategory_jpn	Category_jpn	Note_jpn	Species-Zoonoses_eng	Species-ZoonosesCategory_eng	Category_eng	Note	NoteTextAE-span	PubMed-id	Registered	LastUpdated
relatedNote-id_241	新型コロナウイルス感染症		治療法	候補薬；ACE阻害薬、AT1R遮断薬/拮抗薬（ロサルタンおよびその誘導体）、天然ペプチド薬（「逆調節」RAS；アンジオテンシン1-7、アンジオテンシン1-9、アラマンジン、アンジオテンシンAおよび/またはアンジオテンシンIV）。	COVID-19		Treatment	Candidate drugs; chloroquine phosphate (wide range of antiviral effects). ACE inhibitors, AT1R blockers/antagonists (Losartan and derivatives), natural peptide drugs ('counter-regulatory' RAS; Angiotensin 1-7, Angiotensin 1-9, Alamandine, Angiotensin A and/or Angiotensin IV).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5118-5300	32418532	2021-08-28	2021-09-29
relatedNote-id_242	新型コロナウイルス感染症		治療法	開発中；ACE2-Ig（その他コロナウィルスにも効果あり）。組み換えACE2。	COVID-19		Treatment	Under developed; ACE2-Ig (also against some other SARS-like viruses). Recombinant ACE2.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5302-5460	32418532	2021-08-28	2021-09-29
relatedNote-id_243	新型コロナウイルス感染症		治療法	候補薬；ACE阻害薬、AT1R遮断薬/拮抗薬（ロサルタンおよびその誘導体）、天然ペプチド薬（「逆調節」RAS；アンジオテンシン1-7、アンジオテンシン1-9、アラマンジン、アンジオテンシンAおよび/またはアンジオテンシンIV）。	COVID-19		Treatment	Candidate drugs; chloroquine phosphate (wide range of antiviral effects). ACE inhibitors, AT1R blockers/antagonists (Losartan and derivatives), natural peptide drugs ('counter-regulatory' RAS; Angiotensin 1-7, Angiotensin 1-9, Alamandine, Angiotensin A and/or Angiotensin IV).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5470-5683	32418532	2021-08-28	2021-09-29
relatedNote-id_244	新型コロナウイルス感染症		その他	2019年末、武漢（中国湖北省）に端を発し、全世界に感染拡大。2020年3月11日までに世界保健機構（WHO）がパンデミックと宣言。	COVID-19		Others	Originated in Wuhan (Hubei, China) during late 2019 and spread around the globe. The outbreak of COVID-19 was declared a pandemic by the WHO by March 11 2020.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/100-201	33412255	2021-08-28	2021-09-29
relatedNote-id_245	新型コロナウイルス感染症		原因	ベータコロナウイルス属新型コロナウイルス、Severe acute respiratory syndrome coronavirus 2、SARS-CoV-2、2019-nCoV、coronavirus-19（COVID-19；新型コロナウイルス）、severe acute respiratory syndrome-coronavirus 2、Severe Acute Respiratory Syndrome (SARS) related coronavirus、Covid-19 coronavirus。	COVID-19		Pathogen	Betacoronavirus genus novel coronavirus, severe acute respiratory syndrome coronavirus 2, SARS-CoV-2, 2019-nCoV, coronavirus-19 (COVID-19; novel coronavirus), severe acute respiratory syndrome-coronavirus 2, Severe Acute Respiratory Syndrome (SARS) related coronavirus or Covid-19 coronavirus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/100-201	33412255	2021-08-28	2021-09-29
relatedNote-id_246	新型コロナウイルス感染症		その他	2019年末、武漢（中国湖北省）に端を発し、全世界に感染拡大。2020年3月11日までに世界保健機構（WHO）がパンデミックと宣言。	COVID-19		Others	Originated in Wuhan (Hubei, China) during late 2019 and spread around the globe. The outbreak of COVID-19 was declared a pandemic by the WHO by March 11 2020.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/203-324	33412255	2021-08-28	2021-09-29
relatedNote-id_247	新型コロナウイルス感染症		原因	ベータコロナウイルス属新型コロナウイルス、Severe acute respiratory syndrome coronavirus 2、SARS-CoV-2、2019-nCoV、coronavirus-19（COVID-19；新型コロナウイルス）、severe acute respiratory syndrome-coronavirus 2、Severe Acute Respiratory Syndrome (SARS) related coronavirus、Covid-19 coronavirus。	COVID-19		Pathogen	Betacoronavirus genus novel coronavirus, severe acute respiratory syndrome coronavirus 2, SARS-CoV-2, 2019-nCoV, coronavirus-19 (COVID-19; novel coronavirus), severe acute respiratory syndrome-coronavirus 2, Severe Acute Respiratory Syndrome (SARS) related coronavirus or Covid-19 coronavirus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/203-324	33412255	2021-08-28	2021-09-29
relatedNote-id_248	新型コロナウイルス感染症		症状	発熱、咳、喉の痛み、息切れ。めまい、頭痛、発作、嗅覚の喪失、味覚の喪失。腹部痛、倦怠感、関節痛、胸痛、知覚異常。呼吸困難。中枢神経系疾患。肺炎。アテローム性動脈硬化症、血栓症、下痢、緑内障、皮膚病変（皮膚炎）。臓器の機能不全（特に基礎疾患（高血圧、糖尿病、COPD/気管支ぜんそく、心臓病、冠動脈疾患、慢性腎臓病、肥満）をもつ者）。臓器損傷（肺、心臓、腎臓、睾丸）。脳卒中。	COVID-19		Symptoms	High temperature, fever, cough, sore throat, shortness of breath. Dizziness, headache, seizure, loss of sense of smell, loss of sense of taste. Pain abdomen, fatigue, joints pain, chest pain, altered sensorium. Serious breathing problems. CNS symptoms. Inflammation of the lungs, organ malfunction (patients especially with comorbidities hypertension, diabetes, COPD/bronchial asthma, heart disease, coronary artery disease, chronic kidney disease and obesity). Damages to organs (lung, heart, kidney, and testicle). Stroke.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/520-653	33412255	2021-08-28	2021-09-29
relatedNote-id_249	新型コロナウイルス感染症		その他	2019年末、武漢（中国湖北省）に端を発し、全世界に感染拡大。2020年3月11日までに世界保健機構（WHO）がパンデミックと宣言。	COVID-19		Others	Originated in Wuhan (Hubei, China) during late 2019 and spread around the globe. The outbreak of COVID-19 was declared a pandemic by the WHO by March 11 2020.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/329-398	33412255	2021-08-28	2021-09-29
relatedNote-id_250	新型コロナウイルス感染症		症状	発熱、咳、喉の痛み、息切れ。めまい、頭痛、発作、嗅覚の喪失、味覚の喪失。腹部痛、倦怠感、関節痛、胸痛、知覚異常。呼吸困難。中枢神経系疾患。肺炎。アテローム性動脈硬化症、血栓症、下痢、緑内障、皮膚病変（皮膚炎）。臓器の機能不全（特に基礎疾患（高血圧、糖尿病、COPD/気管支ぜんそく、心臓病、冠動脈疾患、慢性腎臓病、肥満）をもつ者）。臓器損傷（肺、心臓、腎臓、睾丸）。脳卒中。	COVID-19		Symptoms	High temperature, fever, cough, sore throat, shortness of breath. Dizziness, headache, seizure, loss of sense of smell, loss of sense of taste. Pain abdomen, fatigue, joints pain, chest pain, altered sensorium. Serious breathing problems. CNS symptoms. Inflammation of the lungs, organ malfunction (patients especially with comorbidities hypertension, diabetes, COPD/bronchial asthma, heart disease, coronary artery disease, chronic kidney disease and obesity). Damages to organs (lung, heart, kidney, and testicle). Stroke.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/656-752	33412255	2021-08-28	2021-09-29
relatedNote-id_251	新型コロナウイルス感染症		宿主側感染関連タンパク（受容体など）	ACE2（ACE-2）、heparan sulfate、TMPRSS2、Cathepsin L、furin。	COVID-19		Infection related proteins	ACE2 (ACE-2), heparan sulfate, TMPRSS2, Cathepsin L, furin.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/995-1179	33412255	2021-08-28	2021-09-29
relatedNote-id_252	新型コロナウイルス感染症		不足情報	NRP1、NRP2とBASIGINのメカニズムは検討中。	COVID-19		Need further information	NRP1, NRP2 and BASIGIN are under consideration.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/995-1179	33412255	2021-08-28	2021-09-29
relatedNote-id_253	新型コロナウイルス感染症		症状	発熱、咳、喉の痛み、息切れ。めまい、頭痛、発作、嗅覚の喪失、味覚の喪失。腹部痛、倦怠感、関節痛、胸痛、知覚異常。呼吸困難。中枢神経系疾患。肺炎。アテローム性動脈硬化症、血栓症、下痢、緑内障、皮膚病変（皮膚炎）。臓器の機能不全（特に基礎疾患（高血圧、糖尿病、COPD/気管支ぜんそく、心臓病、冠動脈疾患、慢性腎臓病、肥満）をもつ者）。臓器損傷（肺、心臓、腎臓、睾丸）。脳卒中。	COVID-19		Symptoms	High temperature, fever, cough, sore throat, shortness of breath. Dizziness, headache, seizure, loss of sense of smell, loss of sense of taste. Pain abdomen, fatigue, joints pain, chest pain, altered sensorium. Serious breathing problems. CNS symptoms. Inflammation of the lungs, organ malfunction (patients especially with comorbidities hypertension, diabetes, COPD/bronchial asthma, heart disease, coronary artery disease, chronic kidney disease and obesity). Damages to organs (lung, heart, kidney, and testicle). Stroke.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/889-1101	32744052	2021-08-28	2021-09-29
relatedNote-id_254	新型コロナウイルス感染症		重症時	重度の呼吸器症状（60歳以上）。急性呼吸窮迫症候群（急性呼吸促迫症候群）（ARDS）。	COVID-19		Exacerbation	Severe respiratory symptoms (60 years and older). Acute respiratory distress syndrome (ARDS).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/889-1101	32744052	2021-08-28	2021-09-29
relatedNote-id_255	新型コロナウイルス感染症		原因	ベータコロナウイルス属新型コロナウイルス、Severe acute respiratory syndrome coronavirus 2、SARS-CoV-2、2019-nCoV、coronavirus-19（COVID-19；新型コロナウイルス）、severe acute respiratory syndrome-coronavirus 2、Severe Acute Respiratory Syndrome (SARS) related coronavirus、Covid-19 coronavirus。	COVID-19		Pathogen	Betacoronavirus genus novel coronavirus, severe acute respiratory syndrome coronavirus 2, SARS-CoV-2, 2019-nCoV, coronavirus-19 (COVID-19; novel coronavirus), severe acute respiratory syndrome-coronavirus 2, Severe Acute Respiratory Syndrome (SARS) related coronavirus or Covid-19 coronavirus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/889-1101	32744052	2021-08-28	2021-09-29
relatedNote-id_256	新型コロナウイルス感染症		重症時	全身性炎症、血管内凝固障害（血栓性合併症）、静脈血栓塞栓症。	COVID-19		Exacerbation	Systemic inflammation, intravascular coagulopathy (thrombotic complications), and venous thromboembolism.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1103-1338	32744052	2021-08-28	2021-09-29
relatedNote-id_257	新型コロナウイルス感染症		治療法	集中治療。	COVID-19		Treatment	Hospitalized in intensive care.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1103-1338	32744052	2021-08-28	2021-09-29
relatedNote-id_258	新型コロナウイルス感染症		症状	発熱、咳、喉の痛み、息切れ。めまい、頭痛、発作、嗅覚の喪失、味覚の喪失。腹部痛、倦怠感、関節痛、胸痛、知覚異常。呼吸困難。中枢神経系疾患。肺炎。アテローム性動脈硬化症、血栓症、下痢、緑内障、皮膚病変（皮膚炎）。臓器の機能不全（特に基礎疾患（高血圧、糖尿病、COPD/気管支ぜんそく、心臓病、冠動脈疾患、慢性腎臓病、肥満）をもつ者）。臓器損傷（肺、心臓、腎臓、睾丸）。脳卒中。	COVID-19		Symptoms	High temperature, fever, cough, sore throat, shortness of breath. Dizziness, headache, seizure, loss of sense of smell, loss of sense of taste. Pain abdomen, fatigue, joints pain, chest pain, altered sensorium. Serious breathing problems. CNS symptoms. Inflammation of the lungs, organ malfunction (patients especially with comorbidities hypertension, diabetes, COPD/bronchial asthma, heart disease, coronary artery disease, chronic kidney disease and obesity). Damages to organs (lung, heart, kidney, and testicle). Stroke.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1340-1538	32744052	2021-08-28	2021-09-29
relatedNote-id_259	新型コロナウイルス感染症		診断方法	炎症性パラメーター（IL-6、d-ダイマー、CRP、LDHまたは血清フェリチン）の上昇、または/およびリンパ球減少の悪化。	COVID-19		Diagnoses	Inflammatory parameters elevation (IL-6, d-dimer, CRP, LDH or  serum ferritin), or/and worsening lymphopenia.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1340-1538	32744052	2021-08-28	2021-09-29
relatedNote-id_260	新型コロナウイルス感染症		診断方法	フィブリン、フィブリノーゲンの分解産物の上昇。	COVID-19		Diagnoses	Elevated degradation products of fibrin and fibrinogen.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1340-1538	32744052	2021-08-28	2021-09-29
relatedNote-id_261	新型コロナウイルス感染症		症状	発熱、咳、喉の痛み、息切れ。めまい、頭痛、発作、嗅覚の喪失、味覚の喪失。腹部痛、倦怠感、関節痛、胸痛、知覚異常。呼吸困難。中枢神経系疾患。肺炎。アテローム性動脈硬化症、血栓症、下痢、緑内障、皮膚病変（皮膚炎）。臓器の機能不全（特に基礎疾患（高血圧、糖尿病、COPD/気管支ぜんそく、心臓病、冠動脈疾患、慢性腎臓病、肥満）をもつ者）。臓器損傷（肺、心臓、腎臓、睾丸）。脳卒中。	COVID-19		Symptoms	High temperature, fever, cough, sore throat, shortness of breath. Dizziness, headache, seizure, loss of sense of smell, loss of sense of taste. Pain abdomen, fatigue, joints pain, chest pain, altered sensorium. Serious breathing problems. CNS symptoms. Inflammation of the lungs, organ malfunction (patients especially with comorbidities hypertension, diabetes, COPD/bronchial asthma, heart disease, coronary artery disease, chronic kidney disease and obesity). Damages to organs (lung, heart, kidney, and testicle). Stroke.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3536-3743	32744052	2021-08-28	2021-09-29
relatedNote-id_262	新型コロナウイルス感染症		治療法	抗凝固阻害剤（対血栓性疾患）。	COVID-19		Treatment	Anti-clotting inhibitor agents (against thrombotic diseases).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3536-3743	32744052	2021-08-28	2021-09-29
relatedNote-id_263	新型コロナウイルス感染症		治療法	IL-1レセプターアンタゴニスト（IL-1Ra）（対敗血症性ショック、臓器炎症）。	COVID-19		Treatment	IL-1 receptor antagonist (IL-1Ra) (against septic shock or organ inflammation).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4169-4403	32744052	2021-08-28	2021-09-29
relatedNote-id_264	新型コロナウイルス感染症		原因	ベータコロナウイルス属新型コロナウイルス、Severe acute respiratory syndrome coronavirus 2、SARS-CoV-2、2019-nCoV、coronavirus-19（COVID-19；新型コロナウイルス）、severe acute respiratory syndrome-coronavirus 2、Severe Acute Respiratory Syndrome (SARS) related coronavirus、Covid-19 coronavirus。	COVID-19		Pathogen	Betacoronavirus genus novel coronavirus, severe acute respiratory syndrome coronavirus 2, SARS-CoV-2, 2019-nCoV, coronavirus-19 (COVID-19; novel coronavirus), severe acute respiratory syndrome-coronavirus 2, Severe Acute Respiratory Syndrome (SARS) related coronavirus or Covid-19 coronavirus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/184-359	32463026	2021-08-28	2021-09-29
relatedNote-id_265	新型コロナウイルス感染症		別名	COVID-19、coronavirus disease 2019、coronavirus infectious disease 2019。	COVID-19		Zoonosis synonym	COVID-19, coronavirus disease 2019 or coronavirus infectious disease 2019.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/184-359	32463026	2021-08-28	2021-09-29
relatedNote-id_266	新型コロナウイルス感染症		その他	2019年末、武漢（中国湖北省）に端を発し、全世界に感染拡大。2020年3月11日までに世界保健機構（WHO）がパンデミックと宣言。	COVID-19		Others	Originated in Wuhan (Hubei, China) during late 2019 and spread around the globe. The outbreak of COVID-19 was declared a pandemic by the WHO by March 11 2020.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/184-359	32463026	2021-08-28	2021-09-29
relatedNote-id_267	新型コロナウイルス感染症		症状	発熱、咳、喉の痛み、息切れ。めまい、頭痛、発作、嗅覚の喪失、味覚の喪失。腹部痛、倦怠感、関節痛、胸痛、知覚異常。呼吸困難。中枢神経系疾患。肺炎。アテローム性動脈硬化症、血栓症、下痢、緑内障、皮膚病変（皮膚炎）。臓器の機能不全（特に基礎疾患（高血圧、糖尿病、COPD/気管支ぜんそく、心臓病、冠動脈疾患、慢性腎臓病、肥満）をもつ者）。臓器損傷（肺、心臓、腎臓、睾丸）。脳卒中。	COVID-19		Symptoms	High temperature, fever, cough, sore throat, shortness of breath. Dizziness, headache, seizure, loss of sense of smell, loss of sense of taste. Pain abdomen, fatigue, joints pain, chest pain, altered sensorium. Serious breathing problems. CNS symptoms. Inflammation of the lungs, organ malfunction (patients especially with comorbidities hypertension, diabetes, COPD/bronchial asthma, heart disease, coronary artery disease, chronic kidney disease and obesity). Damages to organs (lung, heart, kidney, and testicle). Stroke.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/362-537	32463026	2021-08-28	2021-09-29
relatedNote-id_268	新型コロナウイルス感染症		不足情報	nAChRs、狂犬病キメラワクチン。	COVID-19		Need further information	nAChRs and rabies vaccine (pathogens chimera capsid).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/0-182	32463026	2021-08-28	2021-09-29
relatedNote-id_269	新型コロナウイルス感染症		不足情報	nAChRs、狂犬病キメラワクチン。	COVID-19		Need further information	nAChRs and rabies vaccine (pathogens chimera capsid).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/576-750	32463026	2021-08-28	2021-09-29
relatedNote-id_270	新型コロナウイルス感染症		不足情報	nAChRs、狂犬病キメラワクチン。	COVID-19		Need further information	nAChRs and rabies vaccine (pathogens chimera capsid).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/768-976	32463026	2021-08-28	2021-09-29
relatedNote-id_271	新型コロナウイルス感染症		不足情報	nAChRs、狂犬病キメラワクチン。	COVID-19		Need further information	nAChRs and rabies vaccine (pathogens chimera capsid).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/978-1281	32463026	2021-08-28	2021-09-29
relatedNote-id_272	新型コロナウイルス感染症		不足情報	nAChRs、狂犬病キメラワクチン。	COVID-19		Need further information	nAChRs and rabies vaccine (pathogens chimera capsid).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/1334-1550	32463026	2021-08-28	2021-09-29
relatedNote-id_273	新型コロナウイルス感染症		症状	全ての人に感染の可能性はあり、年齢、男女差、人種差は、集団発生地域の状況によって異なる。	COVID-19		Symptoms	All age groups, races and ethnicities have possibility to infection, and age (older), sex (male), and racial differences depends on  the outbreak area.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/92-165	33023033	2021-08-28	2021-09-29
relatedNote-id_274	新型コロナウイルス感染症		症状	感染者の多くは診断時にほぼ無症状（特に若年）。	COVID-19		Symptoms	Many infected people are mostly asymptomatic at the time of diagnosis (especially in young).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/167-336	33023033	2021-08-28	2021-09-29
relatedNote-id_275	新型コロナウイルス感染症		感染経路	発症、無症状をとわず感染したヒト→ヒト。	COVID-19		Route of transmission	Infected individuals, not only symptomatic but asymptomatic, transmit others.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/167-336	33023033	2021-08-28	2021-09-29
relatedNote-id_276	新型コロナウイルス感染症		その他	感染者の多くは無症状にもかかわらず感染力を有するため、日常的に意図せず他者を感染させることとなり、急速な感染拡大、パンデミックに繋がった。	COVID-19		Others	Many infected individuals are asymptomatic but have infectivity, transmit others unknowingly, and its rapid spread cause pandemic.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/167-336	33023033	2021-08-28	2021-09-29
relatedNote-id_277	人獣共通感染症		不足情報	コウモリをはじめとした動物との接触や洞窟/鉱山などといった場所だけでなく、人獣共通感染症において注意すべき要因、欠けている問題が他にもあるかもしれない。	Zoonoses		Need further information	Missing links and unknown risk factors for zoonoses may present as well as close contact with animals (especially bats) and specific areas (caves, mines and so on).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/167-336	33023033	2021-08-28	2021-09-29
relatedNote-id_278	新型コロナウイルス感染症		予防法	社会的距離の遵守（社会距離（拡大）戦略（ソーシャルディスタンシング））。 上記措置の厳格な遵守。	COVID-19		Prevention	Social distancing. Strict compliance to measures provided above.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/553-757	33023033	2021-08-28	2021-09-29
relatedNote-id_279	人獣共通感染症		予防法	ウイルス性病原体の拡散防止；社会的距離の遵守（社会距離（拡大）戦略（ソーシャルディスタンシング））。 上記措置の厳格な遵守。	Zoonoses		Prevention	For prevent further spread, and control the transmission of the viral pathogen; social distancing. Strict compliance to measures provided above.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/553-757	33023033	2021-08-28	2021-09-29
relatedNote-id_280	新型コロナウイルス感染症		予防法	手洗い（消毒石鹸と流水）、手指消毒剤（アルコール）。（要認知症（アルツハイマー病）患者へのサポート。） 上記措置の厳格な遵守。	COVID-19		Prevention	Hand washing (with antiseptic soap and running water), usage of alcohol hand sanitizer. (Need supports for dementia (Alzheimer's disease) patients.)  Strict compliance to measures provided above.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/553-757	33023033	2021-08-28	2021-09-29
relatedNote-id_281	人獣共通感染症		予防法	ウイルス性病原体の拡散防止；手洗い（消毒石鹸と流水）、手指消毒剤（アルコール）。（要認知症（アルツハイマー病）患者へのサポート。） 上記措置の厳格な遵守。	Zoonoses		Prevention	For prevent further spread, and control the transmission of the viral pathogen; hand washing (with antiseptic soap and running water), usage of alcohol hand sanitizer. (Need supports for dementia (Alzheimer's disease) patients.)  Strict compliance to measures provided above.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/553-757	33023033	2021-08-28	2021-09-29
relatedNote-id_282	新型コロナウイルス感染症		予防法	マスク、手袋を主とした個人防護具（PPE）。 上記措置の厳格な遵守。	COVID-19		Prevention	Personal protective equipment (PPE); masks and gloves. Strict compliance to measures provided above.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/553-757	33023033	2021-08-28	2021-09-29
relatedNote-id_283	人獣共通感染症		予防法	ウイルス性病原体の拡散防止；マスク、手袋を主とした個人防護具（PPE）。 上記措置の厳格な遵守。	Zoonoses		Prevention	For prevent further spread, and control the transmission of the viral pathogen; personal protective equipment (PPE); masks and gloves. Strict compliance to measures provided above.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/553-757	33023033	2021-08-28	2021-09-29
relatedNote-id_284	新型コロナウイルス感染症		治療法	緊急使用許可薬；remdesivir（レムデシビル）、lopinavir（ロピナビル）、ritonavir（リトナビル）。	COVID-19		Treatment	Emergency use authorization drugs; remdesivir, lopinavir and ritonavir.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/920-1041	33023033	2021-08-28	2021-09-29
relatedNote-id_285	新型コロナウイルス感染症		治療法	緊急使用許可後、撤回薬；chloroquine（クロロキン）、hydroxychloroquine（ヒドロキシクロロキン）。	COVID-19		Treatment	Revoked emergency use authorization drugs; chloroquine and hydroxychloroquine.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/920-1041	33023033	2021-08-28	2021-09-29
relatedNote-id_286	新型コロナウイルス感染症		治療法	緊急使用許可；血漿療法。	COVID-19		Treatment	Emergency use authorization; plasma therapy.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/1043-1149	33023033	2021-08-28	2021-09-29
relatedNote-id_287	新型コロナウイルス感染症		予防法	緊急使用許可ワクチン；mRNA；BNT162、mRNA-1273。 （血液型は無関係、ワクチン接種の優先順位には非採用。）	COVID-19		Prevention	Emergency use authorization vaccines; mRNA vaccines (BNT162 and mRNA-1273). (Blood group antigens are not susceptibility factors and vaccination should be randomly.)	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/1230-1427	33023033	2021-08-28	2021-09-29
relatedNote-id_288	新型コロナウイルス感染症		予防法	開発中ワクチン；ウイルスベクターワクチン；ChAdOx1 COVID-19、Ad26.COV2.S vaccine。DNA、不活化、サブユニット、ウイルス様粒子ワクチン開発中。臨床効果95％もあり。） （血液型は無関係、ワクチン接種の優先順位には非採用。）	COVID-19		Prevention	Under developed vaccines; viral vector vaccines (ChAdOx1 COVID-19 and Ad26.COV2.S). DNA, inactivated, subunit and vaccine-like particles vaccines. (Blood group antigens are not susceptibility factors and vaccination should be randomly.)	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33023033/spans/1230-1427	33023033	2021-08-28	2021-09-29
relatedNote-id_289	新型コロナウイルス感染症		重症時	集団発生地域の状況によって異なるものの、高死亡リスク; 男性、高齢、基礎/併存疾患（糖尿病、心臓病、腎機能障害および肥満（高血糖値およびBMI））、脳卒中（既往歴含む）および社会経済的貧困。	COVID-19		Exacerbation	High risk for mortality; male, older, comorbidities diabetes, heart disease, renal impairment and obesity (high glycaemic value and BMI), (previous) stroke and socioeconomic deprivation.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32798471/spans/143-374	32798471	2021-08-28	2021-09-29
relatedNote-id_290	新型コロナウイルス感染症		症状	全ての人に感染の可能性はあり、年齢、男女差、人種差は、集団発生地域の状況によって異なる。	COVID-19		Symptoms	All age groups, races and ethnicities have possibility to infection, and age (older), sex (male), and racial differences depends on  the outbreak area.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32798471/spans/2325-2542	32798471	2021-08-28	2021-09-29
relatedNote-id_291	新型コロナウイルス感染症		重症時	集団発生地域の状況によって異なるものの、高死亡リスク; 男性、高齢、基礎/併存疾患（糖尿病、心臓病、腎機能障害および肥満（高血糖値およびBMI））、脳卒中（既往歴含む）および社会経済的貧困。	COVID-19		Exacerbation	High risk for mortality; male, older, comorbidities diabetes, heart disease, renal impairment and obesity (high glycaemic value and BMI), (previous) stroke and socioeconomic deprivation.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32798471/spans/2325-2542	32798471	2021-08-28	2021-09-29
relatedNote-id_292	新型コロナウイルス感染症		重症時	集団発生地域の状況によって異なるものの、高死亡リスク; 男性、高齢、基礎/併存疾患（糖尿病、心臓病、腎機能障害および肥満（高血糖値およびBMI））、脳卒中（既往歴含む）および社会経済的貧困。	COVID-19		Exacerbation	High risk for mortality; male, older, comorbidities diabetes, heart disease, renal impairment and obesity (high glycaemic value and BMI), (previous) stroke and socioeconomic deprivation.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32798471/spans/3564-3673	32798471	2021-08-28	2021-09-29
relatedNote-id_293	新型コロナウイルス感染症		発生地域	全世界。	COVID-19		Endemic areas	Around the globe.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32798471/spans/3564-3673	32798471	2021-08-28	2021-09-29
